Freq.	V(out)
6.63327245719118e-01	(-1.59835606094380e-01dB,-4.75071089880631e+01°)
6.78778122133268e-01	(-1.67435218639306e-01dB,-4.86355379144314e+01°)
6.94588895692463e-01	(-1.75409356163486e-01dB,-4.97920144917379e+01°)
7.10767949478125e-01	(-1.83778786843890e-01dB,-5.09773424223649e+01°)
7.27323861838726e-01	(-1.92565813238797e-01dB,-5.21923577380644e+01°)
7.44265410938144e-01	(-2.01794440913830e-01dB,-5.34379308376473e+01°)
7.61601579409958e-01	(-2.11490571497017e-01dB,-5.47149686914861e+01°)
7.79341559120165e-01	(-2.21682224103993e-01dB,-5.60244172258016e+01°)
7.97494756040821e-01	(-2.32399789722107e-01dB,-5.73672639000076e+01°)
8.16070795237222e-01	(-2.43676323893108e-01dB,-5.87445404904397e+01°)
8.35079525971232e-01	(-2.55547883902867e-01dB,-6.01573260934948e+01°)
8.54531026923495e-01	(-2.68053917689132e-01dB,-6.16067503604340e+01°)
8.74435611537289e-01	(-2.81237712832450e-01dB,-6.30939969746888e+01°)
8.94803833486844e-01	(-2.95146915319028e-01dB,-6.46203073802518e+01°)
9.15646492273042e-01	(-3.09834129276720e-01dB,-6.61869847663683e+01°)
9.36974638949457e-01	(-3.25357610604489e-01dB,-6.77953983089528e+01°)
9.58799581981770e-01	(-3.41782069358761e-01dB,-6.94469876625201e+01°)
9.81132893243661e-01	(-3.59179597938596e-01dB,-7.11432676874414e+01°)
1.00398641415238e+00	(-3.77630744533877e-01dB,-7.28858333853915e+01°)
1.02737226194721e+00	(-3.97225753959378e-01dB,-7.46763650001757e+01°)
1.05130283611421e+00	(-4.18066000874698e-01dB,-7.65166332207899e+01°)
1.07579082496055e+00	(-4.40265643437868e-01dB,-7.84085043974652e+01°)
1.10084921234207e+00	(-4.63953528582032e-01dB,-8.03539456482614e+01°)
1.12649128454742e+00	(-4.89275383210724e-01dB,-8.23550296919568e+01°)
1.15273063734272e+00	(-5.16396328484310e-01dB,-8.44139391907792e+01°)
1.17958118318014e+00	(-5.45503756736368e-01dB,-8.65329703219791e+01°)
1.20705715857447e+00	(-5.76810612010658e-01dB,-8.87145352182485e+01°)
1.23517313165158e+00	(-6.10559115194745e-01dB,-9.09611628214296e+01°)
1.26394400987253e+00	(-6.47024972494204e-01dB,-9.32754975798977e+01°)
1.29338504793780e+00	(-6.86522100553976e-01dB,-9.56602952860158e+01°)
1.32351185587546e+00	(-7.29407891613041e-01dB,-9.81184151957451e+01°)
1.35434040731785e+00	(-7.76089026071882e-01dB,-1.00652807399201e+02°)
1.38588704797102e+00	(-8.27027815805240e-01dB,-1.03266494222775e+02°)
1.41816850428141e+00	(-8.82749027178589e-01dB,-1.05962544248666e+02°)
1.45120189230444e+00	(-9.43847085490710e-01dB,-1.08744037350404e+02°)
1.48500472677970e+00	(-1.01099349987790e+00dB,-1.11614018985345e+02°)
1.51959493041747e+00	(-1.08494426729316e+00dB,-1.14575441889409e+02°)
1.55499084340155e+00	(-1.16654691461954e+00dB,-1.17631093330298e+02°)
1.59121123311355e+00	(-1.25674671965268e+00dB,-1.20783506251156e+02°)
1.62827530408351e+00	(-1.35659151790213e+00dB,-1.24034853048365e+02°)
1.66620270817247e+00	(-1.46723436065278e+00dB,-1.27386821455087e+02°)
1.70501355499211e+00	(-1.58993315428511e+00dB,-1.30840473126076e+02°)
1.74472842256712e+00	(-1.72604630272721e+00dB,-1.34396087102641e+02°)
1.78536836824599e+00	(-1.87702332343113e+00dB,-1.38052992401317e+02°)
1.82695493986584e+00	(-2.04438944877358e+00dB,-1.41809396464124e+02°)
1.86951018717742e+00	(-2.22972339887818e+00dB,-1.45662218970860e+02°)
1.91305667353614e+00	(-2.43462785408165e+00dB,-1.49606943243679e+02°)
1.95761748786546e+00	(-2.66069268602458e+00dB,-1.53637499720804e+02°)
2.00321625689898e+00	(-2.90945171732742e+00dB,-1.57746197169348e+02°)
2.04987715770761e+00	(-3.18233462112649e+00dB,-1.61923716839817e+02°)
2.09762493051859e+00	(-3.48061644500989e+00dB,-1.66159182134909e+02°)
2.14648489183307e+00	(-3.80536800727707e+00dB,-1.70440311353849e+02°)
2.19648294784930e+00	(-4.15741090296342e+00dB,-1.74753653913427e+02°)
2.24764560819836e+00	(-4.53728092342379e+00dB,-1.79084901910137e+02°)
2.29999999999999e+00	(-4.94520324626230e+00dB,1.76580739771744e+02°)
2.35357388224573e+00	(-5.38108179850943e+00dB,1.72258148876205e+02°)
2.40839566051706e+00	(-5.84450385305475e+00dB,1.67961875273705e+02°)
2.46449440204649e+00	(-6.33475939758296e+00dB,1.63705753884102e+02°)
2.52189985112932e+00	(-6.85087337227816e+00dB,1.59502567284313e+02°)
2.58064244489451e+00	(-7.39164774340545e+00dB,1.55363777948483e+02°)
2.64075332944282e+00	(-7.95570972370886e+00dB,1.51299341777514e+02°)
2.70226437636091e+00	(-8.54156231824375e+00dB,1.47317605817764e+02°)
2.76520819962004e+00	(-9.14763371059408e+00dB,1.43425285237059e+02°)
2.82961817286847e+00	(-9.77232267837170e+00dB,1.39627508700522e+02°)
2.89552844712657e+00	(-1.04140380752267e+01dB,1.35927917713306e+02°)
2.96297396889420e+00	(-1.10712312851389e+01dB,1.32328804215972e+02°)
3.03199049867973e+00	(-1.17424213263449e+01dB,1.28831271319809e+02°)
3.10261462996079e+00	(-1.24262128879423e+01dB,1.25435403968739e+02°)
3.17488380858662e+00	(-1.31213079984593e+01dB,1.22140438913444e+02°)
3.24883635263232e+00	(-1.38265122631158e+01dB,1.18944926177351e+02°)
3.32451147271562e+00	(-1.45407366961518e+01dB,1.15846876822004e+02°)
3.40194929278686e+00	(-1.52629961555357e+01dB,1.12843894066891e+02°)
3.48119087140327e+00	(-1.59924052978673e+01dB,1.09933286594702e+02°)
3.56227822349869e+00	(-1.67281728437348e+01dB,1.07112164174198e+02°)
3.64525434266055e+00	(-1.74695948026488e+01dB,1.04377516609539e+02°)
3.73016322392552e+00	(-1.82160471685779e+01dB,1.01726277552818e+02°)
3.81704988710637e+00	(-1.89669784720075e+01dB,9.91553749771594e+01°)
3.90596040066200e+00	(-1.97219024672265e+01dB,9.66617701766193e+01°)
3.99694190612355e+00	(-2.04803911455875e+01dB,9.42424870997909e+01°)
4.09004264308951e+00	(-2.12420681959651e+01dB,9.18946336865437e+01°)
4.18531197480295e+00	(-2.20066029805486e+01dB,8.96154166986609e+01°)
4.28280041432458e+00	(-2.27737050549151e+01dB,8.74021513412281e+01°)
4.38255965131545e+00	(-2.35431192334602e+01dB,8.52522667795156e+01°)
4.48464257944349e+00	(-2.43146211823068e+01dB,8.31633084761431e+01°)
4.58910332442840e+00	(-2.50880135096831e+01dB,8.11329381111204e+01°)
4.69599727273990e+00	(-2.58631223167094e+01dB,7.91589317052127e+01°)
4.80538110096427e+00	(-2.66397941681622e+01dB,7.72391764451890e+01°)
4.91731280585511e+00	(-2.74178934419911e+01dB,7.53716666067706e+01°)
5.03185173508395e+00	(-2.81973000173147e+01dB,7.35544988857450e+01°)
5.14905861870716e+00	(-2.89779072626782e+01dB,7.17858673776544e+01°)
5.26899560136586e+00	(-2.97596202890786e+01dB,7.00640583895889e+01°)
5.39172627523580e+00	(-3.05423544353051e+01dB,6.83874452218849e+01°)
5.51731571374480e+00	(-3.13260339562929e+01dB,6.67544830211059e+01°)
5.64583050607555e+00	(-3.21105908882900e+01dB,6.51637037769295e+01°)
5.77733879247201e+00	(-3.28959640675878e+01dB,6.36137115130888e+01°)
5.91191030036836e+00	(-3.36820982823234e+01dB,6.21031777051085e+01°)
6.04961638135935e+00	(-3.44689435393755e+01dB,6.06308369442583e+01°)
6.19053004903188e+00	(-3.52564544306563e+01dB,5.91954828570751e+01°)
6.33472601767776e+00	(-3.60445895851388e+01dB,5.77959642823166e+01°)
6.48228074190822e+00	(-3.68333111947639e+01dB,5.64311817017454e+01°)
6.63327245719116e+00	(-3.76225846039682e+01dB,5.51000839172653e+01°)
6.78778122133266e+00	(-3.84123779539689e+01dB,5.38016649642747e+01°)
6.94588895692461e+00	(-3.92026618741622e+01dB,5.25349612493922e+01°)
7.10767949478122e+00	(-3.99934092140526e+01dB,5.12990488997086e+01°)
7.27323861838724e+00	(-4.07845948100516e+01dB,5.00930413102594e+01°)
7.44265410938142e+00	(-4.15761952822786e+01dB,4.89160868763448e+01°)
7.61601579409956e+00	(-4.23681888571860e+01dB,4.77673668975433e+01°)
7.79341559120162e+00	(-4.31605552124191e+01dB,4.66460936406882e+01°)
7.97494756040819e+00	(-4.39532753408360e+01dB,4.55515085496333e+01°)
8.16070795237220e+00	(-4.47463314310452e+01dB,4.44828805902780e+01°)
8.35079525971229e+00	(-4.55397067621973e+01dB,4.34395047200159e+01°)
8.54531026923493e+00	(-4.63333856110897e+01dB,4.24207004714846e+01°)
8.74435611537286e+00	(-4.71273531699182e+01dB,4.14258106412095e+01°)
8.94803833486841e+00	(-4.79215954732471e+01dB,4.04542000744321e+01°)
9.15646492273039e+00	(-4.87160993329720e+01dB,3.95052545380907e+01°)
9.36974638949455e+00	(-4.95108522802229e+01dB,3.85783796745636e+01°)
9.58799581981767e+00	(-5.03058425133037e+01dB,3.76730000293918e+01°)
9.81132893243658e+00	(-5.11010588508930e+01dB,3.67885581467695e+01°)
1.00398641415238e+01	(-5.18964906898363e+01dB,3.59245137271193e+01°)
1.02737226194721e+01	(-5.26921279669567e+01dB,3.50803428415608e+01°)
1.05130283611421e+01	(-5.34879611243901e+01dB,3.42555371985361e+01°)
1.07579082496055e+01	(-5.42839810780156e+01dB,3.34496034582723e+01°)
1.10084921234206e+01	(-5.50801791886165e+01dB,3.26620625911438e+01°)
1.12649128454742e+01	(-5.58765472354514e+01dB,3.18924492763492e+01°)
1.15273063734272e+01	(-5.66730773919616e+01dB,3.11403113376339e+01°)
1.17958118318013e+01	(-5.74697622033761e+01dB,3.04052092130877e+01°)
1.20705715857447e+01	(-5.82665945660080e+01dB,2.96867154563047e+01°)
1.23517313165157e+01	(-5.90635677080618e+01dB,2.89844142664417e+01°)
1.26394400987253e+01	(-5.98606751717957e+01dB,2.82979010449263e+01°)
1.29338504793780e+01	(-6.06579107969025e+01dB,2.76267819767669e+01°)
1.32351185587545e+01	(-6.14552687049890e+01dB,2.69706736345987e+01°)
1.35434040731785e+01	(-6.22527432850510e+01dB,2.63292026037635e+01°)
1.38588704797102e+01	(-6.30503291798499e+01dB,2.57020051268702e+01°)
1.41816850428140e+01	(-6.38480212731120e+01dB,2.50887267664176e+01°)
1.45120189230444e+01	(-6.46458146774773e+01dB,2.44890220841854e+01°)
1.48500472677970e+01	(-6.54437047231362e+01dB,2.39025543362084e+01°)
1.51959493041746e+01	(-6.62416869470970e+01dB,2.33289951822529e+01°)
1.55499084340155e+01	(-6.70397570830341e+01dB,2.27680244088022e+01°)
1.59121123311355e+01	(-6.78379110516725e+01dB,2.22193296646437e+01°)
1.62827530408351e+01	(-6.86361449516684e+01dB,2.16826062082258e+01°)
1.66620270817247e+01	(-6.94344550509493e+01dB,2.11575566660202e+01°)
1.70501355499210e+01	(-7.02328377784819e+01dB,2.06438908011875e+01°)
1.74472842256711e+01	(-7.10312897164372e+01dB,2.01413252919027e+01°)
1.78536836824598e+01	(-7.18298075927266e+01dB,1.96495835187448e+01°)
1.82695493986584e+01	(-7.26283882738836e+01dB,1.91683953606072e+01°)
1.86951018717742e+01	(-7.34270287582697e+01dB,1.86974969986238e+01°)
1.91305667353613e+01	(-7.42257261695829e+01dB,1.82366307276451e+01°)
1.95761748786545e+01	(-7.50244777506497e+01dB,1.77855447748392e+01°)
2.00321625689897e+01	(-7.58232808574832e+01dB,1.73439931250170e+01°)
2.04987715770760e+01	(-7.66221329535903e+01dB,1.69117353523162e+01°)
2.09762493051858e+01	(-7.74210316045137e+01dB,1.64885364579081e+01°)
2.14648489183307e+01	(-7.82199744725930e+01dB,1.60741667134063e+01°)
2.19648294784929e+01	(-7.90189593119315e+01dB,1.56684015096898e+01°)
2.24764560819835e+01	(-7.98179839635572e+01dB,1.52710212108702e+01°)
2.29999999999999e+01	(-8.06170463507647e+01dB,1.48818110131453e+01°)
2.35357388224572e+01	(-8.14161444746267e+01dB,1.45005608083124e+01°)
2.40839566051705e+01	(-8.22152764096656e+01dB,1.41270650517179e+01°)
2.46449440204648e+01	(-8.30144402996724e+01dB,1.37611226344420e+01°)
2.52189985112931e+01	(-8.38136343536661e+01dB,1.34025367595307e+01°)
2.58064244489450e+01	(-8.46128568419815e+01dB,1.30511148220937e+01°)
2.64075332944281e+01	(-8.54121060924784e+01dB,1.27066682931099e+01°)
2.70226437636090e+01	(-8.62113804868619e+01dB,1.23690126067810e+01°)
2.76520819962003e+01	(-8.70106784571076e+01dB,1.20379670512930e+01°)
2.82961817286846e+01	(-8.78099984819812e+01dB,1.17133546628485e+01°)
2.89552844712657e+01	(-8.86093390836466e+01dB,1.13950021228461e+01°)
2.96297396889419e+01	(-8.94086988243557e+01dB,1.10827396580894e+01°)
3.03199049867972e+01	(-9.02080763032098e+01dB,1.07764009439138e+01°)
3.10261462996078e+01	(-9.10074701529896e+01dB,1.04758230101314e+01°)
3.17488380858661e+01	(-9.18068790370439e+01dB,1.01808461496976e+01°)
3.24883635263231e+01	(-9.26063016462333e+01dB,9.89131383000604e+00°)
3.32451147271561e+01	(-9.34057366959207e+01dB,9.60707260673851e+00°)
3.40194929278685e+01	(-9.42051829230038e+01dB,9.32797204018196e+00°)
3.48119087140326e+01	(-9.50046390829842e+01dB,9.05386461394813e+00°)
3.56227822349868e+01	(-9.58041039470669e+01dB,8.78460565603040e+00°)
3.64525434266054e+01	(-9.66035762992856e+01dB,8.52005326213064e+00°)
3.73016322392551e+01	(-9.74030549336491e+01dB,8.26006822121244e+00°)
3.81704988710636e+01	(-9.82025386513034e+01dB,8.00451394322024e+00°)
3.90596040066198e+01	(-9.90020262577055e+01dB,7.75325638893030e+00°)
3.99694190612354e+01	(-9.98015165598059e+01dB,7.50616400188240e+00°)
4.09004264308949e+01	(-1.00601008363233e+02dB,7.26310764238010e+00°)
4.18531197480293e+01	(-1.01400500469480e+02dB,7.02396052350331e+00°)
4.28280041432456e+01	(-1.02199991673087e+02dB,6.78859814913948e+00°)
4.38255965131544e+01	(-1.02999480758815e+02dB,6.55689825400575e+00°)
4.48464257944347e+01	(-1.03798966498817e+02dB,6.32874074564616e+00°)
4.58910332442839e+01	(-1.04598447649789e+02dB,6.10400764841977e+00°)
4.69599727273988e+01	(-1.05397922950118e+02dB,5.88258304946551e+00°)
4.80538110096426e+01	(-1.06197391116998e+02dB,5.66435304667796e+00°)
4.91731280585510e+01	(-1.06996850843546e+02dB,5.44920569868517e+00°)
5.03185173508394e+01	(-1.07796300795887e+02dB,5.23703097688845e+00°)
5.14905861870714e+01	(-1.08595739610218e+02dB,5.02772071957831e+00°)
5.26899560136584e+01	(-1.09395165889858e+02dB,4.82116858818521e+00°)
5.39172627523578e+01	(-1.10194578202267e+02dB,4.61727002571516e+00°)
5.51731571374479e+01	(-1.10993975076041e+02dB,4.41592221744707e+00°)
5.64583050607553e+01	(-1.11793354997885e+02dB,4.21702405394491e+00°)
5.77733879247199e+01	(-1.12592716409558e+02dB,4.02047609651375e+00°)
5.91191030036834e+01	(-1.13392057704790e+02dB,3.82618054515935e+00°)
6.04961638135933e+01	(-1.14191377226168e+02dB,3.63404120918747e+00°)
6.19053004903186e+01	(-1.14990673261998e+02dB,3.44396348057191e+00°)
6.33472601767774e+01	(-1.15789944043132e+02dB,3.25585431021166e+00°)
6.48228074190819e+01	(-1.16589187739759e+02dB,3.06962218725815e+00°)
6.63327245719114e+01	(-1.17388402458169e+02dB,2.88517712164850e+00°)
6.78778122133263e+01	(-1.18187586237475e+02dB,2.70243063007222e+00°)
6.94588895692458e+01	(-1.18986737046295e+02dB,2.52129572552652e+00°)
7.10767949478120e+01	(-1.19785852779396e+02dB,2.34168691069721e+00°)
7.27323861838722e+01	(-1.20584931254290e+02dB,2.16352017542477e+00°)
7.44265410938139e+01	(-1.21383970207780e+02dB,1.98671299843906e+00°)
7.50000000000000e+01	(-1.21650314853744e+02dB,1.92806369647714e+00°)
